T;Heated Black Aluminum (TH1-0);Blue Aluminum (TH1-1);Polished Aluminum (TH1-2);Red Aluminum (TH0-3);Heated Carbon (TH2-0);Black Aluminum (TH2-1);Carbon (TH2-2);Titanium (TH2-3);Photodiode
614;57.4;-16.2;-6.4;-21.2;61.5;-14.7;-23.1;-12.8;0.5
615;57.5;-16.2;-6.4;-21.2;61.6;-14.7;-23.1;-12.8;0.5
616;57.5;-16.2;-6.4;-21.2;61.6;-14.7;-23.1;-12.8;0.5
617;57.6;-16.2;-6.4;-21.2;61.6;-14.7;-23.1;-12.9;0.5
618;57.6;-16.2;-6.4;-21.2;61.7;-14.7;-23.1;-12.9;0.5
619;57.6;-16.2;-6.4;-21.2;61.8;-14.7;-23.1;-12.9;0.5
620;57.7;-16.2;-6.4;-21.2;61.8;-14.7;-23.1;-12.9;0.5
621;57.7;-16.2;-6.4;-21.2;61.8;-14.7;-23.1;-12.9;0.5
622;57.8;-16.2;-6.4;-21.2;61.9;-14.7;-23.1;-12.9;0.5
623;57.8;-16.2;-6.4;-21.2;61.9;-14.7;-23.1;-12.9;0.5
624;57.9;-16.2;-6.4;-21.2;62;-14.7;-23.2;-12.9;0.5
625;57.9;-16.1;-6.4;-21.2;62;-14.7;-23.2;-12.9;0.5
626;58;-16.2;-6.4;-21.3;62.1;-14.7;-23.1;-12.9;0.5
627;58;-16.2;-6.4;-21.2;62.1;-14.7;-23.1;-12.9;0.5
628;58;-16.1;-6.4;-21.3;62.1;-14.7;-23.1;-12.9;0.5
629;58.1;-16.2;-6.4;-21.3;62.2;-14.7;-23.1;-12.9;0.5
630;58.1;-16.1;-6.4;-21.3;62.2;-14.7;-23.2;-12.9;0.5
631;58.2;-16.1;-6.5;-21.3;62.3;-14.7;-23.2;-13;0.5
632;58.2;-16.1;-6.4;-21.3;62.3;-14.7;-23.2;-13;0.5
633;58.2;-16.1;-6.4;-21.3;62.3;-14.7;-23.2;-13;0.5
634;58.3;-16.1;-6.4;-21.3;62.4;-14.7;-23.2;-13;0.5
635;58.3;-16.1;-6.5;-21.3;62.4;-14.7;-23.2;-13;0.5
636;58.4;-16.1;-6.5;-21.3;62.5;-14.7;-23.2;-13;0.5
637;58.4;-16.1;-6.5;-21.3;62.5;-14.7;-23.2;-13;0.5
638;58.5;-16.1;-6.5;-21.3;62.6;-14.7;-23.2;-13;0.5
639;58.5;-16.1;-6.5;-21.3;62.6;-14.7;-23.2;-13.1;0.5
640;58.5;-16.1;-6.5;-21.3;62.7;-14.7;-23.2;-13.1;0.5
641;58.6;-16.1;-6.5;-21.3;62.7;-14.7;-23.2;-13.1;0.5
642;58.6;-16.1;-6.5;-21.3;62.7;-14.7;-23.2;-13.1;0.5
643;58.7;-16.1;-6.5;-21.4;62.8;-14.7;-23.3;-13.1;0.5
644;58.7;-16.1;-6.5;-21.4;62.8;-14.7;-23.3;-13.1;0.5
645;58.7;-16.1;-6.5;-21.4;62.9;-14.7;-23.2;-13.1;0.5
646;58.8;-16.1;-6.5;-21.4;62.9;-14.6;-23.2;-13.1;0.5
647;58.8;-16.1;-6.5;-21.4;63;-14.7;-23.3;-13.1;0.5
648;58.8;-16.1;-6.5;-21.4;63;-14.7;-23.2;-13.1;0.5
649;58.9;-16.1;-6.5;-21.4;63.1;-14.7;-23.2;-13.1;0.5
650;58.9;-16.1;-6.5;-21.4;63.1;-14.7;-23.2;-13.1;0.5
651;59;-16;-6.5;-21.4;63.1;-14.7;-23.3;-13.1;0.5
652;59;-16.1;-6.5;-21.4;63.2;-14.7;-23.3;-13.1;0.5
653;59.1;-16.1;-6.5;-21.4;63.2;-14.7;-23.3;-13.2;0.5
654;59.1;-16.1;-6.6;-21.4;63.3;-14.6;-23.3;-13.2;0.5
655;59.1;-16.1;-6.6;-21.4;63.3;-14.7;-23.3;-13.2;0.5
656;59.2;-16.1;-6.6;-21.5;63.3;-14.7;-23.3;-13.2;0.5
657;59.2;-16;-6.5;-21.5;63.3;-14.6;-23.3;-13.2;0.5
658;59.3;-16;-6.6;-21.5;63.4;-14.6;-23.3;-13.2;0.5
659;59.3;-16.1;-6.6;-21.5;63.4;-14.7;-23.3;-13.2;0.5
660;59.3;-16;-6.6;-21.5;63.4;-14.7;-23.3;-13.2;0.5
661;59.4;-16;-6.6;-21.5;63.5;-14.6;-23.3;-13.2;0.5
662;59.4;-16;-6.6;-21.5;63.5;-14.6;-23.3;-13.2;0.5
663;59.4;-16;-6.6;-21.5;63.6;-14.6;-23.3;-13.3;0.5
664;59.5;-16;-6.6;-21.5;63.6;-14.6;-23.3;-13.3;0.5
665;59.6;-16;-6.6;-21.5;63.7;-14.6;-23.3;-13.3;0.5
666;59.6;-16;-6.6;-21.5;63.7;-14.6;-23.3;-13.3;0.5
667;59.6;-16;-6.6;-21.5;63.7;-14.6;-23.3;-13.3;0.5
668;59.7;-16;-6.6;-21.5;63.8;-14.6;-23.3;-13.3;0.2
669;59.7;-16;-6.6;-21.5;63.8;-14.6;-23.4;-13.3;0
670;59.7;-16;-6.6;-21.5;63.8;-14.6;-23.3;-13.3;0.5
671;59.8;-16;-6.6;-21.6;63.9;-14.6;-23.3;-13.3;0.5
672;59.8;-16;-6.6;-21.6;63.9;-14.6;-23.3;-13.3;0.5
673;59.8;-16;-6.6;-21.6;63.9;-14.6;-23.3;-13.3;0.5
674;59.9;-16;-6.6;-21.6;64;-14.6;-23.3;-13.3;0.5
675;59.9;-16;-6.6;-21.6;64;-14.6;-23.3;-13.4;0.5
676;60;-16;-6.6;-21.6;64.1;-14.6;-23.4;-13.4;0.5
677;60;-15.9;-6.6;-21.6;64.1;-14.6;-23.4;-13.4;0.5
678;60.1;-16;-6.6;-21.6;64.2;-14.6;-23.4;-13.4;0.5
679;60.1;-15.9;-6.7;-21.6;64.2;-14.6;-23.3;-13.4;0.5
680;60.1;-16;-6.6;-21.6;64.2;-14.6;-23.4;-13.4;0.5
681;60.2;-15.9;-6.7;-21.6;64.3;-14.6;-23.4;-13.4;0.5
682;60.2;-15.9;-6.6;-21.6;64.3;-14.6;-23.4;-13.4;0.5
683;60.2;-16;-6.7;-21.6;64.4;-14.6;-23.4;-13.5;0.5
684;60.3;-15.9;-6.7;-21.6;64.4;-14.6;-23.4;-13.4;0.5
685;60.3;-15.9;-6.7;-21.6;64.4;-14.6;-23.4;-13.4;0.5
686;60.4;-15.9;-6.7;-21.7;64.5;-14.5;-23.4;-13.5;0.5
687;60.4;-15.9;-6.7;-21.6;64.5;-14.6;-23.4;-13.5;0.5
688;60.4;-15.9;-6.7;-21.7;64.6;-14.6;-23.4;-13.5;0.5
689;60.4;-15.9;-6.7;-21.7;64.6;-14.6;-23.4;-13.5;0.5
690;60.5;-15.9;-6.7;-21.7;64.7;-14.6;-23.4;-13.5;0.5
691;60.5;-15.9;-6.7;-21.7;64.7;-14.6;-23.4;-13.5;0.5
692;60.6;-15.9;-6.7;-21.7;64.7;-14.6;-23.4;-13.5;0.5
693;60.6;-15.9;-6.7;-21.7;64.7;-14.5;-23.4;-13.5;0.5
694;60.7;-15.9;-6.7;-21.7;64.8;-14.6;-23.4;-13.5;0.5
695;60.7;-15.9;-6.7;-21.7;64.8;-14.6;-23.4;-13.5;0.5
696;60.7;-15.9;-6.7;-21.7;64.9;-14.6;-23.4;-13.5;0.5
697;60.8;-15.9;-6.7;-21.7;64.9;-14.6;-23.4;-13.5;0.5
698;60.8;-15.9;-6.7;-21.7;64.9;-14.6;-23.4;-13.5;0.5
699;60.8;-15.9;-6.7;-21.7;65;-14.5;-23.4;-13.6;0.5
700;60.9;-15.9;-6.7;-21.7;65;-14.5;-23.5;-13.6;0.5
701;60.9;-15.9;-6.7;-21.7;65;-14.5;-23.4;-13.6;0.5
702;60.9;-15.9;-6.8;-21.7;65.1;-14.5;-23.4;-13.6;0.5
703;61;-15.9;-6.8;-21.7;65.1;-14.5;-23.4;-13.6;0.5
704;61;-15.8;-6.8;-21.7;65.2;-14.5;-23.5;-13.6;0.5
705;61;-15.8;-6.7;-21.7;65.2;-14.5;-23.4;-13.6;0.5
706;61.1;-15.8;-6.8;-21.7;65.2;-14.5;-23.4;-13.6;0.5
707;61.1;-15.8;-6.8;-21.8;65.2;-14.5;-23.5;-13.6;0.5
708;61.2;-15.8;-6.8;-21.8;65.3;-14.5;-23.4;-13.6;0.5
709;61.2;-15.8;-6.8;-21.8;65.3;-14.5;-23.5;-13.6;0.5
710;61.2;-15.8;-6.8;-21.8;65.4;-14.5;-23.5;-13.6;0.5
711;61.3;-15.8;-6.8;-21.8;65.4;-14.5;-23.4;-13.6;0.5
712;61.3;-15.8;-6.8;-21.8;65.4;-14.5;-23.4;-13.6;0.5
713;61.4;-15.8;-6.8;-21.8;65.5;-14.5;-23.5;-13.7;0.5
714;61.4;-15.8;-6.8;-21.8;65.5;-14.5;-23.5;-13.7;0.5
715;61.4;-15.8;-6.8;-21.8;65.6;-14.4;-23.5;-13.7;0.5
716;61.4;-15.8;-6.8;-21.8;65.6;-14.5;-23.5;-13.7;0.5
717;61.5;-15.8;-6.8;-21.8;65.6;-14.5;-23.4;-13.7;0.5
718;61.5;-15.8;-6.8;-21.8;65.7;-14.5;-23.5;-13.7;0.5
719;61.6;-15.8;-6.8;-21.8;65.7;-14.4;-23.5;-13.7;0.5
720;61.6;-15.7;-6.8;-21.8;65.7;-14.5;-23.5;-13.7;0.5
721;61.6;-15.8;-6.8;-21.8;65.8;-14.5;-23.5;-13.7;0.5
722;61.7;-15.8;-6.8;-21.8;65.8;-14.4;-23.5;-13.7;0.5
723;61.7;-15.8;-6.8;-21.8;65.9;-14.4;-23.5;-13.7;0.5
724;61.8;-15.7;-6.8;-21.8;65.9;-14.4;-23.5;-13.7;0.5
725;61.8;-15.7;-6.8;-21.8;65.9;-14.4;-23.5;-13.7;0.5
726;61.8;-15.7;-6.8;-21.8;66;-14.5;-23.5;-13.7;0.5
727;61.9;-15.7;-6.8;-21.8;66;-14.4;-23.5;-13.7;0.5
728;61.9;-15.7;-6.8;-21.8;66.1;-14.4;-23.5;-13.7;0.5
729;61.9;-15.7;-6.8;-21.8;66.1;-14.4;-23.5;-13.7;0.5
730;62;-15.7;-6.8;-21.8;66.2;-14.4;-23.5;-13.7;0.5
731;62;-15.7;-6.8;-21.8;66.2;-14.4;-23.5;-13.7;0.5
732;62;-15.7;-6.8;-21.8;66.4;-14.3;-23.5;-13.7;0.5
733;62.1;-15.7;-6.8;-21.8;66.2;-14.4;-23.5;-13.7;0.5
734;62.1;-15.7;-6.8;-21.8;66.3;-14.4;-23.5;-13.7;0.5
735;62.1;-15.7;-6.8;-21.8;66.2;-14.5;-23.5;-13.7;0.5
736;62.2;-15.7;-6.8;-21.8;66.3;-14.4;-23.5;-13.7;0.5
737;62.2;-15.7;-6.8;-21.8;66.4;-14.4;-23.5;-13.7;0.5
738;62.2;-15.6;-6.8;-21.8;66.4;-14.3;-23.5;-13.8;0.5
739;62.3;-15.7;-6.8;-21.8;66.4;-14.3;-23.5;-13.7;0.6
740;62.3;-15.6;-6.8;-21.8;66.5;-14.4;-23.5;-13.7;1
741;62.4;-15.6;-6.8;-21.8;66.5;-14.4;-23.5;-13.7;1
742;62.4;-15.6;-6.8;-21.8;66.6;-14.3;-23.5;-13.7;1
743;62.4;-15.6;-6.8;-21.8;66.6;-14.4;-23.5;-13.7;1
744;62.5;-15.6;-6.8;-21.8;66.6;-14.3;-23.5;-13.8;1
745;62.5;-15.6;-6.8;-21.8;66.6;-14.3;-23.5;-13.7;1
746;62.5;-15.6;-6.8;-21.8;66.7;-14.3;-23.5;-13.7;1.2
747;62.6;-15.6;-6.8;-21.8;66.7;-14.3;-23.5;-13.7;1.6
748;62.6;-15.6;-6.8;-21.8;66.8;-14.3;-23.5;-13.7;1.6
749;62.7;-15.5;-6.8;-21.8;66.8;-14.3;-23.4;-13.7;2.1
750;62.7;-15.5;-6.8;-21.8;66.9;-14.2;-23.4;-13.7;2.1
751;62.8;-15.5;-6.8;-21.7;66.9;-14.3;-23.4;-13.7;2.1
752;62.8;-15.5;-6.8;-21.8;67;-14.2;-23.4;-13.7;2.1
753;62.9;-15.5;-6.8;-21.8;67;-14.2;-23.4;-13.7;2.6
754;62.9;-15.4;-6.8;-21.7;67.1;-14.2;-23.4;-13.7;2.6
755;63;-15.4;-6.8;-21.7;67.2;-14.2;-23.4;-13.7;2.6
756;63;-15.4;-6.8;-21.7;67.3;-14.1;-23.4;-13.7;2.6
757;63.1;-15.4;-6.8;-21.7;67.3;-14.1;-23.3;-13.6;3.2
758;63.1;-15.4;-6.8;-21.7;67.3;-14.1;-23.3;-13.6;3.2
759;63.2;-15.3;-6.8;-21.7;67.4;-14.1;-23.3;-13.6;3.2
760;63.2;-15.3;-6.8;-21.7;67.4;-14.1;-23.2;-13.6;3.2
761;63.3;-15.3;-6.8;-21.6;67.5;-14;-23.2;-13.6;3.7
762;63.3;-15.2;-6.8;-21.6;67.6;-14;-23.2;-13.6;3.7
763;63.4;-15.2;-6.8;-21.6;67.6;-14;-23.2;-13.5;3.7
764;63.4;-15.2;-6.8;-21.6;67.7;-14;-23.1;-13.5;3.7
765;63.5;-15.1;-6.7;-21.6;67.8;-13.9;-23.1;-13.5;3.7
766;63.5;-15.1;-6.7;-21.5;67.8;-13.9;-23.1;-13.5;3.7
767;63.6;-15.1;-6.8;-21.5;67.8;-13.9;-23;-13.5;3.7
768;63.7;-15.1;-6.7;-21.5;67.9;-13.9;-23;-13.4;3.8
769;63.7;-15;-6.7;-21.5;68;-13.8;-23;-13.4;4.2
770;63.7;-15;-6.7;-21.5;68.1;-13.7;-22.9;-13.4;4.2
771;63.8;-15;-6.7;-21.4;68.1;-13.8;-22.9;-13.3;4.2
772;63.9;-14.9;-6.7;-21.4;68.2;-13.8;-22.8;-13.3;4.2
773;63.9;-14.9;-6.7;-21.3;68.4;-13.6;-22.8;-13.2;4.8
774;64;-14.9;-6.7;-21.3;68.4;-13.7;-22.7;-13.2;4.8
775;64.1;-14.8;-6.7;-21.3;68.4;-13.7;-22.7;-13.2;4.8
776;64.1;-14.8;-6.6;-21.2;68.7;-13.4;-22.7;-13.1;5.3
777;64.2;-14.8;-6.7;-21.2;68.6;-13.6;-22.6;-13.1;5.3
778;64.2;-14.7;-6.7;-21.2;68.8;-13.5;-22.5;-13;5.3
779;64.3;-14.7;-6.6;-21.1;68.8;-13.4;-22.5;-13;5.5
780;64.3;-14.7;-6.6;-21.1;68.9;-13.5;-22.4;-12.9;5.8
781;64.4;-14.6;-6.6;-21.1;68.9;-13.5;-22.4;-12.9;5.8
782;64.5;-14.6;-6.6;-21;69.1;-13.4;-22.3;-12.8;6.4
783;64.6;-14.6;-6.6;-21;69.1;-13.4;-22.3;-12.8;6.4
784;64.6;-14.5;-6.6;-20.9;69.4;-13.1;-22.3;-12.7;6.4
785;64.7;-14.5;-6.6;-20.9;69.3;-13.4;-22.2;-12.6;6.9
786;64.8;-14.4;-6.5;-20.8;69.4;-13.3;-22.1;-12.6;6.9
787;64.8;-14.4;-6.5;-20.8;69.4;-13.3;-22.1;-12.5;7.4
788;64.9;-14.3;-6.5;-20.7;69.6;-13.2;-22;-12.5;7.4
789;65;-14.3;-6.5;-20.7;69.7;-13.2;-22;-12.4;7.4
790;65.1;-14.3;-6.5;-20.6;69.8;-13.1;-21.9;-12.3;7.9
791;65.1;-14.2;-6.5;-20.6;70.1;-12.9;-21.9;-12.3;7.9
792;65.2;-14.2;-6.5;-20.5;69.9;-13.1;-21.8;-12.2;8.5
793;65.3;-14.1;-6.5;-20.5;70.2;-12.9;-21.7;-12.1;8.5
794;65.3;-14.1;-6.4;-20.5;70.3;-12.8;-21.6;-12;8.5
795;65.4;-14;-6.4;-20.4;70.4;-12.9;-21.6;-11.9;9
796;65.5;-14;-6.4;-20.3;70.8;-12.5;-21.5;-11.8;9
797;65.6;-13.9;-6.4;-20.3;70.6;-12.7;-21.4;-11.7;9
798;65.6;-13.8;-6.4;-20.3;70.6;-12.8;-21.4;-11.7;9.5
799;65.7;-13.8;-6.4;-20.2;70.9;-12.6;-21.3;-11.6;9.5
800;65.8;-13.7;-6.3;-20.2;71;-12.5;-21.2;-11.5;9.5
801;65.9;-13.7;-6.3;-20.1;71.2;-12.4;-21.2;-11.4;10.1
802;66;-13.6;-6.3;-20.1;71.3;-12.4;-21.1;-11.4;10.1
803;66;-13.6;-6.3;-20;71.4;-12.3;-21;-11.3;10.1
804;66.1;-13.5;-6.3;-19.9;71.5;-12.3;-20.9;-11.2;10.6
805;66.2;-13.4;-6.3;-19.9;71.7;-12.3;-20.8;-11.2;10.6
806;66.3;-13.4;-6.3;-19.8;71.8;-12.1;-20.8;-11.1;10.6
807;66.4;-13.3;-6.2;-19.8;71.9;-12.1;-20.7;-11;11.1
808;66.5;-13.3;-6.2;-19.7;72;-12.1;-20.6;-11;11.1
809;66.5;-13.2;-6.2;-19.7;72.1;-12;-20.5;-10.9;11.1
810;66.6;-13.1;-6.2;-19.6;72.2;-12;-20.5;-10.8;11.7
811;66.7;-13.1;-6.2;-19.6;72.4;-11.9;-20.4;-10.7;11.7
812;66.8;-13;-6.1;-19.5;72.4;-12;-20.2;-10.7;11.7
813;66.9;-13;-6.1;-19.5;72.7;-11.8;-20.2;-10.6;12.2
814;67;-12.9;-6.1;-19.4;72.8;-11.7;-20.1;-10.5;12.2
815;67;-12.8;-6.1;-19.4;72.9;-11.7;-20;-10.4;12.7
816;67.1;-12.8;-6;-19.3;73.1;-11.6;-19.9;-10.4;12.7
817;67.2;-12.7;-6;-19.3;73.2;-11.6;-19.8;-10.3;12.7
818;67.3;-12.6;-6;-19.2;73.4;-11.4;-19.7;-10.2;13.3
819;67.4;-12.6;-6;-19.2;73.4;-11.6;-19.6;-10.2;13.3
820;67.5;-12.5;-6;-19.1;73.7;-11.2;-19.5;-10.1;13.7
821;67.6;-12.4;-6;-19.1;73.8;-11.3;-19.4;-10;13.8
822;67.7;-12.3;-5.9;-19;73.6;-11.5;-19.3;-9.9;14
823;67.8;-12.3;-5.9;-18.9;73.9;-11.2;-19.2;-9.8;14.3
824;67.8;-12.2;-5.9;-18.9;74.3;-11;-19.1;-9.7;14.3
825;68;-12.1;-5.8;-18.8;74;-11.3;-19;-9.6;14.9
826;68;-12.1;-5.8;-18.7;74.4;-11;-18.9;-9.6;14.9
827;68.1;-12;-5.8;-18.6;74.8;-10.8;-18.7;-9.5;15.4
828;68.2;-11.9;-5.8;-18.6;74.9;-10.6;-18.6;-9.3;15.4
829;68.3;-11.8;-5.8;-18.5;75.1;-10.6;-18.6;-9.2;15.9
830;68.4;-11.8;-5.7;-18.5;74.9;-10.8;-18.5;-9.2;15.9
831;68.5;-11.7;-5.7;-18.4;75.4;-10.4;-18.3;-9.1;16.4
832;68.6;-11.6;-5.7;-18.3;75.6;-10.3;-18.2;-9;16.5
833;68.7;-11.5;-5.6;-18.3;75.6;-10.4;-18.1;-8.9;16.5
834;68.8;-11.5;-5.6;-18.2;75.5;-10.6;-18;-8.8;17
835;68.9;-11.4;-5.6;-18.1;75.9;-10.3;-17.9;-8.7;17
836;69;-11.3;-5.6;-18.1;76.2;-10.1;-17.8;-8.6;17.5
837;69.1;-11.2;-5.6;-18;76.4;-10;-17.7;-8.5;17.5
838;69.2;-11.1;-5.5;-17.9;76.4;-10.1;-17.6;-8.4;17.5
839;69.2;-11.1;-5.5;-17.9;76.4;-10.1;-17.4;-8.3;18.1
840;69.3;-11;-5.4;-17.8;76.5;-10.1;-17.3;-8.3;18.1
841;69.4;-10.9;-5.4;-17.7;76.7;-10;-17.2;-8.2;18.1
842;69.5;-10.8;-5.4;-17.7;76.9;-9.9;-17.1;-8.1;18.1
843;69.6;-10.7;-5.4;-17.6;77.4;-9.4;-17;-7.9;18.6
844;69.7;-10.7;-5.3;-17.5;77.1;-9.8;-16.9;-7.9;18.6
845;69.8;-10.7;-5.3;-17.4;77.6;-9.4;-16.8;-7.8;18.6
846;69.9;-10.5;-5.3;-17.4;77.8;-9.3;-16.6;-7.7;18.6
847;70;-10.5;-5.2;-17.3;77.9;-9.2;-16.5;-7.6;18.6
848;70.1;-10.4;-5.2;-17.2;77.8;-9.5;-16.4;-7.5;18.6
849;70.2;-10.3;-5.2;-17.2;78.2;-9.1;-16.3;-7.4;18.6
850;70.3;-10.2;-5.1;-17.1;78.5;-8.9;-16.2;-7.3;18.6
851;70.4;-10.1;-5.1;-17.1;78.1;-9.3;-16.1;-7.2;18.6
852;70.4;-10.1;-5.1;-17;78.3;-9.2;-16;-7.1;18.1
853;70.5;-10;-5.1;-17;78.5;-9.1;-15.9;-7;17.7
854;70.7;-9.9;-5;-16.9;78.5;-9.1;-15.8;-6.9;17
855;70.8;-9.8;-5;-16.8;78.8;-9;-15.7;-6.8;15.9
856;70.9;-9.7;-5;-16.8;79.3;-8.5;-15.5;-6.7;15
857;70.9;-9.8;-4.9;-16.7;79.3;-8.6;-15.5;-6.6;14.3
858;71;-9.6;-4.9;-16.6;79.5;-8.3;-15.4;-6.6;13.8
859;71;-9.6;-4.9;-16.6;79.3;-8.7;-15.3;-6.5;13.3
860;71.1;-9.6;-4.9;-16.5;79.3;-8.7;-15.2;-6.4;12.7
861;71.2;-9.5;-4.8;-16.5;79.5;-8.6;-15.1;-6.4;12.2
862;71.2;-9.5;-4.8;-16.5;79.9;-8.2;-15.1;-6.3;11.6
863;71.3;-9.4;-4.8;-16.4;79.6;-8.5;-15.1;-6.2;11.1
864;71.3;-9.4;-4.8;-16.4;80;-8.1;-15;-6.2;10.6
865;71.4;-9.3;-4.8;-16.4;79.8;-8.4;-15;-6.1;9.9
866;71.4;-9.3;-4.7;-16.3;79.8;-8.4;-14.9;-6.1;9
867;71.5;-9.3;-4.7;-16.3;79.7;-8.4;-14.9;-6.1;8.5
868;71.5;-9.3;-4.7;-16.3;80.2;-8;-14.9;-6;7.9
869;71.6;-9.2;-4.7;-16.2;79.8;-8.4;-14.8;-6;7.4
870;71.6;-9.2;-4.7;-16.2;80.2;-7.9;-14.8;-6;6.9
871;71.6;-9.2;-4.7;-16.2;80.1;-8.1;-14.8;-6;6.4
872;71.6;-9.2;-4.7;-16.2;80.3;-7.8;-14.8;-5.9;5.8
873;71.7;-9.2;-4.6;-16.2;80.2;-8;-14.8;-5.9;5.3
874;71.6;-9.2;-4.6;-16.2;79.9;-8.3;-14.8;-5.9;4.3
875;71.7;-9.1;-4.6;-16.2;79.9;-8.2;-14.8;-5.9;3.2
876;71.7;-9.1;-4.6;-16.2;79.9;-8.2;-14.8;-5.8;2.6
877;71.7;-9.1;-4.6;-16.2;79.8;-8.3;-14.8;-5.9;2.6
878;71.7;-9.1;-4.6;-16.1;79.9;-8.2;-14.9;-5.9;2.6
879;71.7;-9.1;-4.6;-16.2;79.7;-8.3;-14.8;-5.8;2.6
880;71.7;-9.1;-4.6;-16.1;79.7;-8.3;-14.9;-5.9;2.6
881;71.7;-9.1;-4.6;-16.2;80.1;-7.8;-14.9;-5.9;2.6
882;71.7;-9.2;-4.6;-16.2;79.7;-8.2;-14.9;-5.9;2.6
883;71.7;-9.2;-4.6;-16.1;79.8;-8.2;-14.9;-5.9;2.6
884;71.7;-9.2;-4.6;-16.2;79.7;-8.2;-14.9;-5.9;2.6
885;71.8;-9.1;-4.6;-16.2;80;-8;-14.9;-6;2.6
886;71.7;-9.2;-4.6;-16.2;80;-7.8;-15;-6;2.6
887;71.8;-9.2;-4.5;-16.2;79.6;-8.3;-15;-6;2.6
888;71.8;-9.2;-4.6;-16.2;79.9;-7.9;-15;-6;2.6
889;71.8;-9.1;-4.5;-16.2;79.4;-8.3;-15;-6;2.6
890;71.8;-9.2;-4.5;-16.2;79.7;-8.1;-15;-6;2.6
891;71.8;-9.2;-4.5;-16.2;79.8;-8;-15;-6.1;2.6
892;71.8;-9.1;-4.5;-16.2;79.8;-7.9;-15;-6.1;2.6
893;71.8;-9.1;-4.5;-16.2;79.8;-7.9;-15;-6.1;2.6
